user_id;sex;age;university;graduation_year
8818;Муж;57;МИФИ;1982
8819;Жен;34;ИГТА;2004
8820;Муж;41;НГТУ им. Алексеева;1998
8821;Муж;38;МГУ;1999
8823;Муж;37;ВГУ;2007
8824;Жен;38;КГУ;2000
8825;Муж;39;ЛГПУ;1999
8827;Жен;40;МГУС / РГУТиС;2005
8828;Муж;41;МГАФК;N/A
8831;Муж;25;НГЛУ им. Добролюбова;N/A
8832;Муж;42;ЯГПУ им. Ушинского;1998
8833;Жен;51;СГАУ им. Королева;1989
8835;Муж;38;СПбГЭТУ;N/A
8836;Муж;33;МФЮА;N/A
8837;Муж;34;ЧГУ;2008
8840;Муж;38;МИИТ;N/A
8841;Муж;31;УрФУ им. Б. Н. Ельцина;2010
8842;Муж;55;УГТУ-УПИ им. Б. Н. Ельцина;N/A
8843;Муж;32;ТюмГНГУ;2006
8845;Муж;41;УГЛТУ;1997
8847;Жен;54;НГПУ им. Козьмы Минина;1983
8848;Муж;28;ПГНИУ;2011
8849;Муж;32;ОмГТУ;2009
8852;Муж;41;ТПУ;2007
8853;Муж;31;НГУ;2007
8854;Муж;55;ТГАСУ;1985
8855;Жен;56;КрасГМУ;1983
8857;Муж;25;ДВФУ;N/A
8859;Муж;56;ИГУ;1983
8860;Муж;27;ТоГУ;2011
8861;Муж;41;МАТИ;1998
8862;Муж;46;ТвГУ;1993
8863;Жен;32;РУДН;N/A
8866;Муж;47;РГАТУ;1991
8867;Жен;31;МГОУ им. Черномырдина;2012
8869;Муж;39;РУК;1998
8870;Муж;26;РГАТА;2014
8871;Муж;35;МИФИ;2004
8872;Муж;35;МАТИ;N/A
8873;Муж;34;МИРЭА;2006
8874;Муж;41;МТУСИ;N/A
8876;Жен;49;МГСУ-МИСИ;1994
8877;Жен;40;АТиСО;2011
8878;Муж;29;МГТУ им. Н.Э. Баумана;2010
8881;Муж;35;СГА;2003
8883;Жен;32;МГУ;2008
8885;Жен;48;СПбГПУ Политех;1991
8886;Муж;31;ВПИ;2007
8887;Муж;45;УГАТУ;1995
8889;Муж;31;МГТУ МИРЭА;2008
8890;Жен;43;СГЮА;2004
8891;Муж;36;ЮРГТУ;2004
8892;Жен;29;КубГАУ;2009
8894;Жен;27;МГОУ;N/A
8899;Муж;35;ЯрГУ им. П. Г. Демидова;N/A
8900;Муж;55;МИФИ;1984
8901;Муж;32;ЯГПУ им. Ушинского;2006
8902;Жен;37;ВГУ;2003
8903;Муж;40;РГОТУПС;2006
8904;Муж;32;ВЮИ ФСИН РФ;2009
8908;Муж;39;КГТУ;N/A
8909;Муж;38;ВМИРЭ;1999
8910;Муж;28;СПбГУАП;2011
8911;Муж;37;СПбГПУ Политех;N/A
8915;Муж;42;ЮУрГУ;1996
8918;Муж;32;ИГТА;2007
8920;Муж;31;СибГТУ;N/A
8921;Муж;39;ТПУ;1999
8922;Жен;34;НГАУ;2004
8923;Муж;25;МГУ;2010
8924;Муж;28;ПИ СФУ;2011
8927;Муж;28;ДВГТУ;N/A
8929;Муж;39;РУДН;N/A
8931;Муж;44;МЭФИ;N/A
8933;Муж;47;РГГРУ;1992
8935;Муж;29;МГАФК;2008
8936;Муж;35;МТУСИ;N/A
8937;Жен;28;ПГТА;2008
8938;Муж;36;МГОУ;N/A
8940;Муж;37;МГУ;2010
8941;Муж;36;МГСУ-МИСИ;2005
8942;Жен;37;МГАКХиС;2003
8943;Муж;33;ЧГУ им. Ульянова;2005
8945;Жен;32;СГА;2006
8948;Жен;23;РГГУ;2015
8949;Жен;41;МАИ;1998
8951;Муж;33;НИТУ МИСиС;2005
8953;Жен;47;РГГУ;2003
8956;Муж;33;МАТИ;2005
8957;Жен;37;МГОУ им. Черномырдина;2002
8959;Муж;29;ЭПИ;N/A
8960;Муж;41;МГМСУ;2004
8961;Муж;30;МГАФК;2014
8963;Жен;37;МГУИЭ;2004
8964;Жен;26;СГА;2011
8965;Муж;35;МИЭМП;2004
8967;Жен;30;КГТУ;N/A
8968;Жен;39;СГАП;2004
8969;Муж;42;СГАУ им. Королева;N/A
8970;Муж;39;СГАУ им. Королева;2000
8971;Муж;52;ТГУ;1986
8972;Муж;39;СГАУ им. Королева;2000
8974;Муж;31;СГАУ им. Королева;N/A
8975;Муж;41;РГОТУПС;2008
8976;Жен;31;КГТУ;2008
8977;Муж;27;ПГУТИ;2013
8978;Муж;25;ПГТА;2013
8979;Жен;45;ПГУ;1996
8980;Муж;31;РАНХиГС;2007
8981;Муж;30;СамГТУ;2012
8982;Жен;38;СГАСУ;2000
8983;Муж;38;ТГУ;2000
8986;Муж;47;МГТУ Станкин;1994
8988;Жен;33;МГОУ;2009
8989;Муж;30;АГУ;2012
8990;Муж;32;ДГТУ;2007
8991;Муж;24;МГТУ;2014
8992;Муж;43;ЮФУ;1995
8993;Муж;36;ПГТУ;2002
8994;Жен;28;ВЗФЭИ;2012
8995;Муж;26;КубГУ;N/A
8996;Жен;27;ИМСИТ;2008
8998;Муж;30;МИИТ;N/A
8999;Муж;31;СГАУ им. Королева;2009
9000;Жен;31;РГСУ;N/A
9004;Муж;28;МГУПП;N/A
9005;Муж;27;НИ МГУ им. Огарева;2014
9006;Муж;45;ВолгГТУ;2008
9007;Жен;31;БашГУ;2007
9008;Муж;44;СПбГУТ им. Бонч-Бруевича;N/A
9011;Жен;29;ВГАУ им. Императора Петра I;2011
9015;Жен;29;ЮУрГУ;2009
9016;Муж;30;КузГТУ;N/A
9018;Муж;42;ЮЗГУ;N/A
9019;Муж;22;ЮУрГУ;2015
9020;Муж;48;ЮУрГУ;2001
9021;Муж;42;ВГЛТА;N/A
9024;Муж;23;СПбГПУ Политех;2015
9025;Муж;24;ННГАСУ;2014
9026;Муж;47;МГОУ;2009
9027;Муж;26;СПбГУАП;N/A
9030;Жен;42;НГЛУ им. Добролюбова;1996
9031;Муж;25;УрФУ;2015
9032;Муж;27;МОСУ;N/A
9033;Муж;27;РГППУ;2015
9034;Жен;42;ИвГУ;N/A
9035;Муж;27;КГТУ;2011
9036;Муж;31;КГТУ-КАИ им. Туполева;N/A
9037;Жен;40;СПбГУП;N/A
9039;Муж;29;КНИТУ;N/A
9040;Муж;41;ВолгГАСУ;1997
9041;Муж;24;СамГТУ;2015
9042;Муж;38;ВлГУ им. А.Г. и Н.Г. Столетовых;2001
9043;Муж;29;ПИ СФУ;N/A
9044;Муж;39;АлтГТУ им. Ползунова;2003
9045;Муж;38;РГУТиС;2011
9046;Муж;58;СКГМИ;1985
9047;Муж;41;ЛГТУ;N/A
9048;Муж;29;ДГТУ;N/A
9049;Муж;47;ПГСГА;N/A
9050;Жен;20;МБИ;N/A
9051;Муж;35;ДГТУ;2003
9053;Муж;43;МГПУ;1995
9054;Муж;40;ИГАСУ;1998
9055;Муж;28;"МГТУ ""МАМИ""";2011
9056;Муж;29;АлтГТУ им. Ползунова;2014
9057;Муж;31;МГУ;N/A
9058;Муж;26;МГТУ им. Н.Э. Баумана;2014
9059;Муж;28;МФПА;2007
9062;Жен;41;МИЭМП;2003
9063;Муж;23;ТГУ им. Державина;2013
9064;Муж;31;СПбГУКИ;2014
9065;Муж;33;ГУУ;2006
9067;Муж;37;Финансовый университет при Правительстве РФ;2009
9068;Муж;38;ВятГУ;N/A
9069;Муж;44;ЧГУ;1995
9070;Муж;26;Университет машиностроения;2013
9072;Муж;41;СГУПС;1997
9074;Муж;30;СПбГУ;2009
9076;Муж;45;МТУСИ;1994
9077;Муж;53;ЧГУ им. Ульянова;N/A
9078;Муж;45;МГТУ Станкин;1994
9079;Муж;39;МИРЭА;N/A
9081;Жен;41;ВСГУТУ;2002
9083;Муж;25;ДГТУ;2014
9085;Муж;35;СГТУ им. Ю.А. Гагарина;2004
9086;Жен;44;ЮУрГУ;1998
9087;Муж;34;РГУТиС;2005
9088;Муж;26;МГУТУ;2015
9089;Жен;38;НГМА;2000
9090;Муж;41;СибГИУ;1998
9091;Муж;33;БУПК;2008
9092;Муж;32;УлГУ;2007
9093;Муж;40;С;2002
9094;Жен;37;Дальрыбвтуз;2002
9098;Муж;27;НИУ СГУ им. Чернышевского;2011
9100;Муж;29;МАТИ;2009
9101;Муж;32;МИФИ;2007
9102;Муж;49;МФТИ;1990
9103;Муж;53;УГНТУ;1985
9104;Жен;41;РУК;1999
9105;Муж;28;МГЮА;N/A
9107;Муж;41;ЧГУ им. Ульянова;1998
9109;Муж;33;СГАУ им. Королева;2006
9110;Муж;26;СевКавГТУ;2012
9111;Муж;43;МГУ;N/A
9112;Жен;39;РМАТ;N/A
9113;Жен;35;Финансовый университет;2003
9114;Муж;39;МАИ;2003
9115;Муж;45;МИРЭА;1997
9116;Муж;46;МГТУ им. Н.Э. Баумана;1995
9117;Муж;50;ВГИК;N/A
9118;Муж;41;МАЭП;2000
9119;Муж;29;МИЭМ НИУ ВШЭ;2009
9121;Муж;51;РГАУ-МСХА им. Тимирязева;1982
9123;Муж;43;НовГУ;1995
9124;Муж;33;ЯГТУ;2009
9125;Жен;34;ИГТА;2004
9126;Муж;35;БГТУ им. Шухова;2003
9127;Муж;34;ДПИ НГТУ;2005
9129;Муж;26;ЛГПУ;2014
9130;Жен;34;ЮРГТУ;2004
9132;Жен;56;РосНОУ;N/A
9133;Муж;37;БГТУ им. Шухова;2003
9135;Муж;30;КГТУ;2007
9136;Муж;29;СибАДИ;N/A
9137;Муж;26;БашГУ;N/A
9138;Муж;51;СибГИУ;N/A
9139;Жен;26;ЮЗГУ;2012
9140;Жен;30;ЯГПУ им. Ушинского;2009
9141;Муж;34;КГТУ-КАИ им. Туполева;N/A
9142;Муж;37;РГПУ им. Герцена;2008
9143;Муж;39;ВолгГАСУ;2005
9145;Муж;42;МАИ;1997
9147;Жен;32;МГГУ;2010
9149;Муж;34;ПИ СФУ;2004
9150;Муж;37;КГТУ;N/A
9152;Жен;32;ВолгГАСУ;2007
9155;Муж;32;РАНХиГС;N/A
9156;Муж;36;ЧГУ им. Ульянова;2002
9157;Жен;44;УлГТУ;2012
9158;Муж;33;БГТУ им. Шухова;2005
9160;Муж;31;МАДИ;2007
9162;Жен;36;ВолгГТУ;2014
9163;Муж;37;ХГУ;N/A
9165;Муж;40;УралГУФК;1998
9166;Муж;38;ОмГУПС;2000
9170;Жен;41;МГУТУ им. К.Г. Разумовского;2013
9171;Муж;26;ВГТУ;N/A
9172;Муж;37;РосЗИТЛП;N/A
9173;Муж;35;КубГТУ;N/A
9174;Муж;25;НИЯУ МИФИ;2013
9175;Жен;38;ВолГАУ;N/A
9176;Жен;37;УрГЭУ;2015
9177;Муж;44;КГУ;1996
9179;Муж;31;МФЮА;2008
9181;Муж;43;ТоГУ;1996
9183;Муж;45;МФТИ;N/A
9185;Муж;48;МЭИ;1993
9186;Муж;39;ВГУ;2000
9187;Муж;45;МГАУ им. Горячкина;2012
9188;Жен;45;ННГУ им. Лобачевского;1994
9189;Жен;44;МГУ;2004
9191;Муж;43;ТулГУ;1996
9195;Муж;42;ГУЗ;1996
9196;Муж;42;СПбГМТУ;1998
9199;Жен;24;СПбГАСУ;2014
9200;Жен;51;СПбГУ;N/A
9202;Муж;48;ВМИРЭ;1991
9203;Муж;54;СПбГУАП;1985
9204;Муж;39;УрФУ им. Б. Н. Ельцина;2000
9207;Муж;40;РГППУ;2011
9208;Муж;37;СГА;2001
9209;Муж;36;МГУТУ им. К.Г. Разумовского;N/A
9210;Жен;50;КрасГМУ;1990
9212;Муж;42;ХГУ;2012
9213;Муж;27;ВГУЭС;N/A
9215;Муж;37;НГАВТ;2005
9217;Муж;44;НГАВТ;N/A
9218;Муж;36;НГТУ;2002
9220;Муж;47;ХГАЭиП;1996
9221;Муж;36;ОмГАУ;2002
9222;Муж;26;ПГСХА;2011
9223;Муж;46;МЭИ;1995
9224;Муж;27;ДВФУ;2012
9225;Муж;30;НИТУ МИСиС;2009
9226;Муж;29;МГУС / РГУТиС;2009
9228;Муж;28;ВлГУ;2010
9230;Муж;43;БГАУ;N/A
9231;Муж;30;МЭИ;2010
9235;Жен;37;РХТУ им. Менделеева;2003
9236;Муж;46;МГУПИ;1992
9237;Муж;41;РГАТУ;2002
9240;Жен;37;РЭА им. Г. В. Плеханова;2001
9241;Муж;24;МГТУ Станкин;2015
9242;Муж;29;МГУ;N/A
9244;Муж;34;НИУ МЭИ;2006
9245;Муж;51;Дальрыбвтуз;1988
9246;Муж;26;СГАУ им. Королева;2014
9247;Муж;46;УГНТУ;2007
9248;Муж;38;СГАУ;N/A
9249;Жен;34;УГАТУ;2005
9250;Муж;32;УлГТУ;2007
9251;Муж;29;ВГСХА;2009
9252;Муж;38;ВолгГТУ;N/A
9253;Муж;24;ВПИ;2014
9255;Муж;30;МАДИ;2012
9256;Муж;28;ПГСГА;2012
9259;Муж;37;КубГАУ;1998
9263;Жен;34;МГУ;N/A
9265;Муж;36;ДГТУ;2004
9266;Муж;46;СКГМИ;N/A
9267;Муж;32;СКГМИ;2006
9269;Жен;36;ВЭПИ;2003
9270;Муж;25;РГУНГ им. Губкина;N/A
9271;Муж;32;МЭСИ;2005
9274;Жен;48;ТюмГУ;N/A
9275;Муж;29;ТулГУ;N/A
9278;Муж;33;ИГЭУ им. Ленина;2005
9279;Муж;30;РГУ им. Есенина;2008
9281;Муж;31;СГУ;2007
9283;Муж;38;ВлГУ;2000
9285;Муж;51;СПбГМТУ;2000
9288;Муж;41;СыктГУ;1997
9289;Муж;25;ПИ;N/A
9290;Муж;56;СПбГЭТУ;N/A
9291;Муж;37;ТюмГНГУ;2001
9292;Муж;29;СибАДИ;2009
9293;Муж;33;УрГПУ;2005
9296;Муж;41;ТГАСУ;N/A
9297;Муж;38;МФЮА;N/A
9300;Муж;25;БГУЭП;2015
9301;Муж;35;ДВГТУ;N/A
9303;Муж;37;РХТУ им. Менделеева;N/A
9306;Муж;33;МАИ;2007
9307;Муж;50;МИКХиС;1993
9308;Муж;40;МГГУ;N/A
9311;Муж;59;МГТУ Станкин;1979
9313;Муж;32;МИЭМ;2006
9314;Муж;48;МГОУ;2005
9315;Жен;57;РУДН;1984
9317;Жен;36;МБИ;2013
9318;Жен;29;МИИГАиК;2009
9319;Жен;24;ПГПУ им. Белинского;2015
9320;Муж;44;МГППУ;N/A
9324;Муж;29;МГАВТ;N/A
9327;Муж;29;МГЭИ;2010
9330;Муж;32;КГТУ;2007
9332;Муж;43;МГУ;2010
9333;Муж;47;ТПУ;1993
9334;Муж;25;СГАУ им. Королева;2015
9337;Муж;53;СГАСУ;1989
9338;Муж;32;КФУ;2006
9339;Муж;50;ПГУ;1991
9341;Муж;32;ВИСТех;2014
9342;Муж;26;СГА;N/A
9343;Муж;40;ЧГУ им. Ульянова;1998
9345;Муж;36;СГАУ им. Королева;2003
9347;Муж;28;СамГУ;N/A
9348;Жен;53;СГАУ им. Королева;1986
9349;Жен;58;ПГСГА;1982
9351;Жен;44;МГУ;2002
9352;Муж;28;СПбГПУ Политех;2011
9353;Муж;46;КУ МВД;2004
9355;Муж;35;КубГАУ;2003
9359;Муж;43;АлтГТУ им. Ползунова;1997
9361;Жен;28;ГГНИ им. Миллионщикова;2010
9362;Муж;21;ДГУ;N/A
9364;Муж;48;ПГСХА;1992
9365;Муж;51;КГАСУ;2013
9366;Муж;39;СПбГУ;N/A
9367;Муж;27;СамГУ;2011
9368;Жен;31;АГУ;2009
9370;Муж;19;РАНХиГС при Президенте РФ;1998
9374;Муж;28;ЮРГТУ;N/A
9375;Муж;34;ОГУ;2000
9376;Муж;36;ВГЛТА;2004
9377;Муж;35;СыктГУ;2003
9378;Жен;32;ИЕиГН СФУ - бывш. КрасГУ;2011
9379;Жен;33;ТГПУ им. Толстого;2005
9381;Муж;38;ПГСХА;2000
9382;Жен;60;РГЭУ РИНХ;1978
9384;Жен;38;ИВЭСЭП;2012
9385;Муж;27;СПбГУКИ;2011
9386;Муж;24;СибГИУ;2014
9387;Муж;30;КГЭУ;2012
9388;Жен;30;ВГАУ им. Императора Петра I;2010
9389;Муж;21;ИНЭКА;2011
9391;Муж;26;РГСУ;2013
9393;Муж;28;МГАФК;N/A
9394;Муж;36;ОГУ;2005
9395;Муж;42;НГАУ;1998
9396;Муж;33;ИвГУ;2007
9397;Муж;39;СКГМИ;2000
9398;Муж;56;БУКЭП;N/A
9399;Муж;54;ИвГУ;N/A
9400;Муж;45;МГУ;2002
9401;Муж;39;МГУ;2013
9402;Муж;24;ВлГУ;2015
9404;Муж;29;ВолГУ;2010
9405;Муж;45;КрасГМУ;1986
9407;Муж;41;ВИСТех;1997
9408;Муж;34;СПбГУ ИТМО;2005
9409;Муж;31;СГУ;2008
9410;Муж;51;СГА;1988
9411;Муж;42;СКГМИ;1999
9413;Муж;35;МГУС / РГУТиС;2004
9414;Жен;31;МГОУ;2008
9418;Муж;45;СПбГПУ Политех;1994
9419;Муж;24;РАНХиГС при Президенте РФ;2013
9420;Муж;31;ИрГТУ;2010
9422;Муж;25;ЧГПУ;2014
9423;Жен;22;КГУФКСТ;N/A
9424;Муж;37;НГТУ;2003
9425;Муж;52;МИИГАиК;N/A
9426;Муж;23;Университет машиностроения;N/A
9427;Муж;38;МГСУ НИУ;2000
9428;Муж;28;УрФУ им. Б. Н. Ельцина;N/A
9429;Жен;40;Финансовый университет;2005
9433;Муж;30;СГА;2007
9434;Муж;56;МИФИ;1983
9435;Муж;31;ННГАСУ;2010
9436;Муж;51;НИТУ МИСиС;N/A
9437;Жен;29;МГПИ им. Евсевьева;2010
9438;Муж;36;ВолгГТУ;2002
9439;Жен;32;СГТУ им. Ю.А. Гагарина;2006
9440;Муж;24;МГОУ;2014
9441;Муж;30;АГТУ;2008
9442;Жен;34;КБГУ им. Бербекова;N/A
9443;Муж;27;МИИТ;2011
9444;Муж;32;МГУ им. Огарева;2006
9445;Муж;49;НИУ СГУ им. Чернышевского;2007
9446;Жен;42;СибУПК;1998
9448;Муж;30;ВИСТех;N/A
9450;Жен;29;ДВГТУ;2008
9451;Муж;49;МГУ;2006
9454;Муж;37;УГЛТУ;2001
9455;Муж;45;ПГСХА;N/A
9458;Жен;37;МЭСИ;2000
9460;Муж;38;МГУПИ;N/A
9461;Муж;29;МГТУ им. Н. Э. Баумана;N/A
9462;Жен;42;МГСУ НИУ;1996
9463;Муж;34;ИНЭП;2004
9465;Муж;32;МИЭТ;N/A
9466;Муж;34;ВятГУ;2004
9467;Муж;23;РУДН;2015
9468;Муж;53;НИУ МЭИ;N/A
9469;Муж;40;ГУЗ;N/A
9470;Муж;39;ВГТУ;2003
9471;Муж;32;МГУ;2005
9472;Муж;40;МИЭМ;1999
9473;Жен;34;МИЭП;2005
9475;Жен;48;МГТУ им. Н.Э. Баумана;1991
9476;Муж;38;МГТУ им. Н.Э. Баумана;2000
9477;Муж;26;МГТУ им. Н.Э. Баумана;N/A
9479;Муж;37;МАИ;2005
9480;Муж;37;ТулГУ;2002
9481;Муж;30;РГСУ;N/A
9482;Муж;25;СыктГУ;N/A
9483;Муж;27;ЛГПУ;2011
9486;Муж;32;ОмГУ им. Достоевского;2007
9487;Муж;25;РГУНГ им. Губкина;2013
9489;Муж;42;АлтГТУ им. Ползунова;1996
9490;Жен;29;СПбГПУ Политех;N/A
9492;Муж;49;ЛГУ им. Пушкина;2003
9493;Муж;45;КГТУ-КАИ им. Туполева;N/A
9495;Муж;47;СПбГПУ Политех;1992
9496;Муж;52;СГУ;N/A
9497;Муж;35;МГУПИ;2008
9498;Муж;30;МГУПИ;2010
9499;Муж;40;МГУ;1998
9500;Жен;31;ПИУ;N/A
9501;Муж;29;ПГУТИ;N/A
9505;Жен;39;АГУ;2002
9508;Муж;37;ТулГУ;N/A
9510;Муж;25;ТПУ;2014
9512;Жен;35;ЧГПУ;N/A
9513;Муж;29;ВГАСУ;2009
9515;Муж;31;УлГТУ;2011
9519;Муж;34;РГСУ;2001
9520;Муж;29;ТулГУ;2010
9521;Муж;34;ТГАСУ;2009
9522;Муж;37;ИТА ЮФУ;2002
9524;Муж;32;БФУ им. Канта;1941
9526;Муж;36;ННГАСУ;2002
9527;Муж;39;РГРТУ;1999
9528;Муж;36;РосЗИТЛП;2007
9529;Муж;53;НИУ МЭИ;1986
9530;Муж;60;МАИ;1979
9532;Муж;54;МАИ;1986
9535;Муж;23;СПбГЭУ;2015
9536;Муж;50;СПбГПУ Политех;1989
9539;Муж;37;МГУ им. адмирала Невельского;N/A
9541;Жен;45;СПбГУ;1996
9542;Муж;32;ОГУ;2010
9543;Муж;35;ИжГТУ;2003
9544;Муж;41;ТюмГНГУ;2013
9545;Муж;43;СибГИУ;1995
9546;Муж;37;СибГАУ им. Решетнева;N/A
9547;Муж;31;АлтГТУ им. Ползунова;2007
9548;Муж;43;НГУ;1993
9549;Муж;37;СГГА;2001
9551;Муж;26;СибУПК;2013
9552;Муж;36;КГПУ им. В.П. Астафьева;N/A
9553;Муж;25;ДВГУПС;2013
9554;Муж;35;ДВГУПС;N/A
9555;Жен;46;ВГУЭС;N/A
9556;Муж;39;ДВГТУ;1999
9560;Муж;25;МГСУ-МИСИ;2013
9562;Жен;36;МГАВТ;2004
9564;Муж;25;КГТА им. Дегтярева;2013
9565;Муж;34;МГТУ им. Баумана;2005
9566;Муж;27;МФПА;2011
9567;Муж;26;РХТУ им. Менделеева;2015
9570;Жен;35;РосНОУ;2005
9571;Муж;27;МГОУ;2009
9572;Муж;37;МИИТ;2002
9573;Жен;28;ОГУ;2010
9574;Муж;29;МИЭП;2009
9576;Жен;48;НИ;1990
9577;Муж;36;ГУУ;2002
9578;Муж;28;МФПУ Синергия;2011
9579;Муж;37;МИЭТ;2001
9580;Муж;59;МГОУ;2002
9581;Муж;35;МГИУ;2003
9582;Муж;55;МАДИ;1985
9583;Жен;43;ПИ;1995
9584;Жен;44;РГГУ;2005
9585;Муж;46;МГУКИ;2014
9589;Муж;43;АГТУ;1995
9591;Муж;33;МЭИ;2012
9592;Муж;42;УлГТУ;N/A
9593;Муж;42;БашГУ;1997
9594;Муж;27;ВЭГУ;2014
9596;Муж;30;КубГАУ;2010
9597;Жен;29;МПСИ;N/A
9600;Жен;45;КГУКИ;2015
9601;Муж;39;ЮРГТУ;2000
9603;Муж;35;ДГТУ;2003
9604;Муж;27;СКГМИ;2012
9605;Муж;43;КубГУ;1996
9606;Жен;31;ЮФУ;N/A
9607;Муж;41;РГЭУ РИНХ;1996
9608;Муж;39;СевКавГТУ;2000
9609;Муж;39;Университет машиностроения;2003
9611;Муж;32;ИНЭКА;2007
9612;Муж;33;УрФУ им. Б. Н. Ельцина;2006
9613;Муж;56;ДВГТУ;1982
9614;Муж;32;МГЭИ;2005
9615;Муж;34;ЮФУ;2005
9616;Муж;42;ННГАСУ;2002
9617;Муж;26;ТГТУ;2015
9619;Муж;27;НГТУ им. Алексеева;2012
9620;Жен;28;ИвГУ;2010
9621;Муж;27;ИГЭУ им. Ленина;2011
9622;Муж;31;ТулГУ;2007
9625;Жен;30;ВЭПИ;2010
9626;Муж;37;МЭСИ;2006
9628;Муж;30;ВлГУ им. А.Г. и Н.Г. Столетовых;N/A
9630;Муж;41;ПсковГУ;1998
9631;Муж;37;РГУНГ им. Губкина;2002
9633;Муж;46;МГТУ;1992
9634;Муж;41;СПбГУ;1998
9635;Муж;35;УГГУ;2011
9636;Муж;34;ЮГУ;2002
9637;Жен;33;ТюмГУ;2007
9638;Муж;52;ТюмГАСУ;1989
9639;Муж;30;ОГАУ;2011
9641;Жен;54;НГПУ;2012
9644;Муж;32;МГУТУ;N/A
9645;Жен;32;БГСХА;2005
9646;Муж;36;ВГУЭС;N/A
9647;Муж;41;СГА;1997
9648;Муж;31;СГУ;2006
9649;Муж;26;РГГУ;N/A
9650;Муж;22;МГУПБ;2014
9653;Жен;36;ВЗФЭИ;2004
9656;Жен;29;МГГУ;2010
9657;Муж;39;МИЭТ;2001
9658;Муж;31;МФЮА;N/A
9660;Муж;52;РХТУ им. Менделеева;1991
9661;Жен;37;СГА;N/A
9662;Муж;43;МИТХТ;1996
9664;Муж;35;РОАТ МИИТ;N/A
9665;Муж;34;РГСУ;N/A
9667;Муж;23;МГТУ им. Н. Э. Баумана;2015
9673;Муж;44;МосУ МВД РФ;2004
9674;Муж;24;МАТИ;2014
9675;Муж;29;ВлГУ;2009
9678;Муж;37;СГЮА;2004
9679;Муж;38;ВолгГТУ;2004
9681;Жен;35;МЭФИ;2006
9682;Жен;36;ПГУ;2002
9684;Муж;31;КГЭУ;2007
9686;Жен;29;ВолгГАСУ;2010
9689;Муж;30;СГЭУ;2008
9690;Муж;41;СГА;1997
9692;Муж;37;АПУ;2007
9693;Муж;33;ЧГУ им. Ульянова;N/A
9694;Муж;30;МарГТУ;N/A
9695;Жен;33;СГА;2004
9696;Муж;32;ТГУ;2006
9698;Жен;26;СКГМИ;2012
9700;Жен;29;РГЭУ РИНХ;2009
9701;Жен;34;ИМСИТ;2007
9703;Муж;53;РВИРВ им. Неделина;1985
9704;Муж;26;ДГТУ;N/A
9705;Муж;28;РГУПС;N/A
9707;Муж;43;КГУКИ;N/A
9709;Муж;54;ГГАУ;1988
9710;Муж;20;ДГТУ;2013
9711;Муж;34;ГГНИ им. Миллионщикова;2004
9712;Муж;42;МГСУ НИУ;2000
9713;Жен;30;ДГТУ;2010
9715;Жен;37;МГУ;2005
9716;Муж;30;СтГАУ;2008
9717;Муж;37;ДГТУ;N/A
9718;Муж;45;ПГСГА;2004
9720;Жен;40;СГТУ им. Ю.А. Гагарина;1998
9721;Муж;37;УГАТУ;2005
9722;Муж;49;ПГУТИ;N/A
9723;Муж;24;СГТУ им. Ю.А. Гагарина;2015
9724;Муж;34;СГАСУ;2007
9726;Жен;30;ПИ;2008
9727;Жен;35;РГППУ;2006
9728;Жен;34;ХГУ;2004
9729;Муж;31;ТюмГНГУ;2008
9731;Муж;33;БГТУ им. Шухова;2005
9732;Муж;26;КГЭУ;2012
9733;Муж;42;ВГТУ;1996
9734;Муж;26;ОмГУ им. Достоевского;N/A
9738;Муж;28;ННГУ им. Лобачевского;2013
9739;Муж;29;НГТУ;2008
9740;Муж;41;МПСИ;N/A
9742;Жен;34;КГСХА;N/A
9743;Муж;37;ТПУ;N/A
9744;Муж;44;ЛГТУ;1995
9745;Жен;32;СибУПК;2008
9746;Муж;52;ТПУ;1986
9748;Муж;49;ВЭГУ;2006
9749;Жен;29;СевКавГТУ;2010
9751;Жен;35;КГУ им. Некрасова;2006
9754;Муж;46;СГЭУ;2001
9757;Жен;46;МИП;N/A
9759;Муж;31;КубГАУ;N/A
9760;Муж;31;С;2007
9761;Муж;34;РГСУ;2005
9762;Муж;52;МГТУ им. Н.Э. Баумана;N/A
9763;Муж;27;МГТУ Станкин;N/A
9764;Муж;29;МФЮА;2010
9765;Муж;44;ВолГУ;1995
9766;Муж;26;НИТУ МИСиС;2015
9769;Жен;34;КубГТУ;N/A
9770;Жен;48;ЮУрГУ;1991
9772;Муж;28;НИТУ МИСиС;2015
9774;Муж;23;ТюмГУ;2015
9776;Муж;39;МФЮА;1993
9778;Муж;46;МАИ;1993
9779;Муж;24;КФУ;N/A
9781;Муж;44;МГУ;2007
9782;Муж;26;ДГТУ;2012
9784;Муж;50;СГУ им. Чернышевского;1990
9785;Муж;52;СПбГУ;1993
9786;Муж;33;ТГТУ;2005
9787;Муж;41;МАТИ;N/A
9788;Муж;35;МГГУ;2003
9793;Муж;36;ИГУ;2013
9794;Муж;42;СГЮА;1995
9795;Жен;34;ВГУЭС;N/A
9796;Муж;32;ДВГТУ;2009
9798;Жен;33;ТГТУ;2005
9799;Муж;37;ТГТУ;2002
9800;Муж;29;ТюмГАСУ;N/A
9801;Муж;34;ПИ СФУ;N/A
9803;Муж;26;ННГАСУ;2013
9804;Муж;32;МГПИ им. Евсевьева;2007
9807;Муж;36;МГУТУ;2015
